title	authors	journal	year	pmid	pmcid	doi
Mucinous Cystic Neoplasms of the Liver: Epidemiology, Diagnosis, and Management.	Hutchens JA, Lopez KJ, Ceppa EP.	Hepatic medicine : evidence and research	2023	37016682	PMC10066895	10.2147/hmer.s284842
Detection of HIV-1 viral load in tears of HIV/AIDS patients.	Qian Y, Wu Z, Chen C, Du K, Wei W.	Infection	2020	32845429	PMC7674326	10.1007/s15010-020-01508-2
Service robotics: an emergent technology field at the interface between industry and services.	Ott I.	Poiesis & praxis : international journal of ethics of science and technology assessment	2012	23226996	PMC3514690	10.1007/s10202-012-0110-9
Physicians in the Era of Automation: The Case for Clinical Expertise.	Chartash D, Sassoon D, Muthu N.	MDM policy & practice	2019	31453366	PMC6699007	10.1177/2381468319868968
Radiographic and HRCT imaging findings of chronic pulmonary schistosomiasis: review of 10 consecutive cases.	Foti G, Gobbi F, Angheben A, Faccioli N, Cicciò C, Carbognin G, Buonfrate D.	BJR case reports	2019	31555468	PMC6750631	10.1259/bjrcr.20180088
Mental health implications of COVID-19 pandemic and its response in India.	Roy A, Singh AK, Mishra S, Chinnadurai A, Mitra A, Bakshi O.	The International journal of social psychiatry	2021	32873106	PMC7468668	10.1177/0020764020950769
Robot programming for a child with autism spectrum disorder: a pilot study.	Gkiolnta E, Zygopoulou M, Syriopoulou-Delli CK.	International journal of developmental disabilities	2023	37213592	PMC10197989	10.1080/20473869.2023.2194568
HER2 Oncogene Amplification and Immunohistochemical Profiling in Gastric Adenocarcinoma.	Raj N, Verma D, Kumar A, Rai P, Rao RN.	Discoveries (Craiova, Romania)	2018	32309603	PMC7086066	10.15190/d.2018.6
The burden of minimal hepatic encephalopathy: from diagnosis to therapeutic strategies.	Ridola L, Cardinale V, Riggio O.	Annals of gastroenterology	2018	29507462	PMC5825945	10.20524/aog.2018.0232
NBI With Optical Magnification Shows Good Interobserver Agreement in Diagnosing <i>H. Pylori</i> Gastritis.	Kumar VV, Sabu KG, Javed P, Vivek Kumar KV, Ansari J, Rangan K, Parveen AAK.	JGH open : an open access journal of gastroenterology and hepatology	2024	39624340	PMC11609115	10.1002/jgh3.70067
A solution of the Crow-Kimura evolution model on fluctuating fitness landscape.	Suvorov V, SaAkian DB, Lynch M.	Europhysics letters	2023	39175800	PMC11340687	10.1209/0295-5075/acd65b
A critical review of diagnostic and prognostic markers of chronic hepatitis B infection.	Hudu SA, Shinkafi SH, Jimoh AO.	Medical review (2021)	2024	38919396	PMC11195425	10.1515/mr-2024-0022
Comparison between a new device for the semen quality analysis and the manual microscopic evaluation in a not specialistic clinical laboratory.	Jani E, Bozzola M, Zagler EM, Roccaforte V, Daves M.	Advances in laboratory medicine	2024	39713543	PMC11661535	10.1515/almed-2024-0089
Scoring Functions for Protein-RNA Complex Structure Prediction: Advances, Applications, and Future Directions.	Qiu L, Zou X.	Communications in information and systems	2020	33867869	PMC8049283	10.4310/cis.2020.v20.n1.a1
Principles and methods for transferring polygenic risk scores across global populations.	Kachuri L, Chatterjee N, Hirbo J, Schaid DJ, Martin I, Kullo IJ, Kenny EE, Pasaniuc B, Polygenic Risk Methods in Diverse Populations (PRIMED) Consortium Methods Working Group, Witte JS, Ge T.	Nature reviews. Genetics	2024	37620596	PMC10961971	10.1038/s41576-023-00637-2
Renal cortex blood perfusion contrast-enhanced ultrasound: Assisting diagnosis and treatment of renal artery disease.	Yaming G, Zuoguan C, Yongjun L, Wayne W Z.	Aging medicine (Milton (N.S.W))	2024	39234206	PMC11369326	10.1002/agm2.12355
Characterizing environmental geographic inequalities using an integrated exposure assessment.	Caudeville J, Regrain C, Tognet F, Bonnard R, Guedda M, Brochot C, Beauchamp M, Letinois L, Malherbe L, Marliere F, Lestremau F, Chardon K, Bach V, Zeman FA.	Environmental health : a global access science source	2021	33980260	PMC8117491	10.1186/s12940-021-00736-9
Recommendations for Improving End-User Programming Education: A Case Study with Undergraduate Chemistry Students.	Fuchs W, McDonald AR, Gautam A, Kazerouni AM.	Journal of chemical education	2024	39157431	PMC11327961	10.1021/acs.jchemed.4c00219
Guiding therapy by fractional exhaled nitric oxide &amp; impulse oscillometry parameters in non-asthmatic individuals with chronic cough.	Duan H, Xiong Y, Xiong S, Zhou Q.	The Indian journal of medical research	2025	40036107	PMC11878660	10.25259/ijmr_307_2024
Eye Tracking in Virtual Reality: a Broad Review of Applications and Challenges.	Adhanom IB, MacNeilage P, Folmer E.	Virtual reality	2023	37621305	PMC10449001	10.1007/s10055-022-00738-z
Neuroimaging findings in obsessive-compulsive disorder: A narrative review to elucidate neurobiological underpinnings.	Hazari N, Narayanaswamy JC, Venkatasubramanian G.	Indian journal of psychiatry	2019	30745673	PMC6343409	10.4103/psychiatry.indianjpsychiatry_525_18
Suture-TOOL: A suturing device for swift and standardized abdominal aponeurosis closure.	Börner G, Edelhamre M, Rogmark P, Montgomery A.	Surgery in practice and science	2022	39845163	PMC11750002	10.1016/j.sipas.2022.100137
Optimizing Oxford Shoulder Scores with computerized adaptive testing reduces redundancy while maintaining precision.	Barakat A, Evans J, Gibbons C, Singh HP.	Bone & joint research	2024	39097982	PMC11298256	10.1302/2046-3758.138.bjr-2023-0412.r1
Intrinsic brain activity differences in drug-resistant epilepsy and well-controlled epilepsy patients: an EEG microstate analysis.	Zhu C, Zhang J, Fang S, Zhang Y, Li J, Wu L, Huang H, Lin W.	Therapeutic advances in neurological disorders	2024	39735404	PMC11672497	10.1177/17562864241307846
Cortical thickness patterns as state biomarker of anorexia nervosa.	Lavagnino L, Mwangi B, Cao B, Shott ME, Soares JC, Frank GKW.	The International journal of eating disorders	2018	29412456	PMC5843530	10.1002/eat.22828
Precision fluid and vasoactive drug therapy for critically ill patients.	Bauer SR, Gellatly RM, Erstad BL.	Pharmacotherapy	2023	36606689	PMC10323046	10.1002/phar.2763
Robust Unsupervised Domain Adaptation from A Corrupted Source.	Yu S, Zhu Z, Liu B, Jain AK, Zhou J.	Proceedings. IEEE International Conference on Data Mining	2022	37057074	PMC10097501	10.1109/icdm54844.2022.00171
Information Integration from Semantically Heterogeneous Biological Data Sources.	Caragea D, Bao J, Pathak J, Silvescu A, Andorf C, Dobbs D, Honavar V.	International Workshop on Databases and Expert Systems Applications : proceedings	2005	20802821	PMC2929138	10.1109/dexa.2005.118
Discovering Brain Mechanisms Using Network Analysis and Causal Modeling.	Colombo M, Weinberger N.	Minds and machines	2018	30996522	PMC6438494	10.1007/s11023-017-9447-0
Proteome-Scale Human Interactomics.	Luck K, Sheynkman GM, Zhang I, Vidal M.	Trends in biochemical sciences	2017	28284537	PMC5409865	10.1016/j.tibs.2017.02.006
"""Don't Mind the Gap!"" Reflections on Improvement Science as a Paradigm."	Junghans T.	Health care analysis : HCA : journal of health philosophy and policy	2018	29147898	PMC5899994	10.1007/s10728-017-0353-7
Experimenting With the New Frontier: Artificial Intelligence-Powered Chat Bots in Hand Surgery.	Al Rawi ZM, Kirby BJ, Albrecht PA, Nuelle JAV, London DA.	Hand (New York, N.Y.)	2025	38525794	PMC11571578	10.1177/15589447241238372
Ultraviolet imager on Venus orbiter <i>Akatsuki</i> and its initial results.	Yamazaki A, Yamada M, Lee YJ, Watanabe S, Horinouchi T, Murakami SY, Kouyama T, Ogohara K, Imamura T, Sato TM, Yamamoto Y, Fukuhara T, Ando H, Sugiyama KI, Takagi S, Kashimura H, Ohtsuki S, Hirata N, Hashimoto GL, Suzuki M, Hirose C, Ueno M, Satoh T, Abe T, Ishii N, Nakamura M.	Earth, planets, and space : EPS	2018	31983883	PMC6954016	10.1186/s40623-017-0772-6
An integrated pathology and ultrasonography-based simulation for training in performing kidney biopsy .	Sharma SG, Arthur JM, Bonsib SM, Phelan KD, Singh M, Karakala N, Bulloch KW, Niyyar VD, Velez JCQ.	Clinical nephrology	2018	29249232	PMC5822175	10.5414/cn109267
Fantastic databases and where to find them: Web applications for researchers in a rush.	Villalba GC, Matte U.	Genetics and molecular biology	2021	33821874	PMC8022358	10.1590/1678-4685-gmb-2020-0203
Hierarchical winner-take-all particle swarm optimization social network for neural model fitting.	Coventry BS, Parthasarathy A, Sommer AL, Bartlett EL.	Journal of computational neuroscience	2017	27726048	PMC5253113	10.1007/s10827-016-0628-2
Computational tools help improve protein stability but with a solubility tradeoff.	Broom A, Jacobi Z, Trainor K, Meiering EM.	The Journal of biological chemistry	2017	28710274	PMC5582830	10.1074/jbc.m117.784165
Tumor microenvironment complexity and therapeutic implications at a glance.	Baghban R, Roshangar L, Jahanban-Esfahlan R, Seidi K, Ebrahimi-Kalan A, Jaymand M, Kolahian S, Javaheri T, Zare P.	Cell communication and signaling : CCS	2020	32264958	PMC7140346	10.1186/s12964-020-0530-4
KAAACI Allergic Rhinitis Guidelines: Part 2. Update in Non-pharmacological Management.	Park DY, Lee YJ, Kim DK, Kim SW, Yang HJ, Kim DH, Jun YJ, Park SC, Kim BS, Yang SI, Lee IH, Kim M, Ryu G, Kang SY, Kim MA, Lee SM, Kim HJ, Choi GS, Chung SJ, Lee HJ, Kim HB, Choi JH.	Allergy, asthma & immunology research	2023	37021502	PMC10079515	10.4168/aair.2023.15.2.145
What makes us human? A biased view from the perspective of comparative embryology and mouse genetics.	Goffinet AM.	Journal of biomedical discovery and collaboration	2006	17132178	PMC1769396	10.1186/1747-5333-1-16
How learning misconceptions can improve outcomes and youth engagement with gambling education programs.	Keen B, Anjoul F, Blaszczynski A.	Journal of behavioral addictions	2019	31553237	PMC7044616	10.1556/2006.8.2019.56
Education Research: Feasibility, Reliability and Educational Value of Neuromuscular Ultrasound Training in a Canadian Neurology Residency Program: A Pilot Study.	Alzaabi AN, Chaggar G, Hussain MW, Daniels VJ, Beecher G.	Neurology. Education	2024	39391798	PMC11466532	10.1212/ne9.0000000000200166
Pan-transcriptome-based candidate therapeutic discovery for idiopathic pulmonary fibrosis.	Wang Y, Yella JK, Ghandikota S, Cherukuri TC, Ediga HH, Madala SK, Jegga AG.	Therapeutic advances in respiratory disease	2020	33167785	PMC7659024	10.1177/1753466620971143
Bridging assessment and treatment for repeat suicidality in prisons: development and validation of a risk model.	Fazel S, Heathcote L, Farouki L, Senior J, Perry A, Fanshawe TR, Shaw J.	BMJ mental health	2025	40021209	PMC11873324	10.1136/bmjment-2024-301280
Single-cell profiling reveals the trajectories of natural killer cell differentiation in bone marrow and a stress signature induced by acute myeloid leukemia.	Crinier A, Dumas PY, Escalière B, Piperoglou C, Gil L, Villacreces A, Vély F, Ivanovic Z, Milpied P, Narni-Mancinelli É, Vivier É.	Cellular & molecular immunology	2021	33239726	PMC8093261	10.1038/s41423-020-00574-8
Safety in anesthesia.	Gravenstein JS.	Der Anaesthesist	2002	12232648	PMC7095858	10.1007/s00101-002-0319-4
Global assessment of tropospheric and ground air pollutants and its correlation with COVID-19.	Naqvi HR, Mutreja G, Hashim M, Singh A, Nawazuzzoha M, Naqvi DF, Siddiqui MA, Shakeel A, Chaudhary AA, Naqvi AR.	Atmospheric pollution research	2021	34421319	PMC8372483	10.1016/j.apr.2021.101172
Comparison of Static versus Dynamic Ultrasound for the Detection of Endotracheal Intubation.	Gottlieb M, Nakitende D, Sundaram T, Serici A, Shah S, Bailitz J.	The western journal of emergency medicine	2018	29560074	PMC5851519	10.5811/westjem.2017.12.36714
Impact of climate change and variability on the occurrence and distribution of Trypanosoma vectors in The Gambia.	Kargbo A, Dafka S, Osman AM, Koua HK, Vieira RFC, Rocklöv J.	Parasitology research	2025	40044953	PMC11882701	10.1007/s00436-025-08475-3
An investigation into drug-related problems identifiable by commercial medication review software.	Curtain C, Bindoff I, Westbury J, Peterson G.	The Australasian medical journal	2013	23671463	PMC3650309	10.4066/amj.2013.1637
Changes in the Definition of ADHD in DSM-5: Subtle but Important.	Epstein JN, Loren RE.	Neuropsychiatry	2013	24644516	PMC3955126	10.2217/npy.13.59
Systems biology approaches integrated with artificial intelligence for optimized metabolic engineering.	Helmy M, Smith D, Selvarajoo K.	Metabolic engineering communications	2020	33072513	PMC7546651	10.1016/j.mec.2020.e00149
Mapping the Flammability Space of Sustainable Refrigerant Mixtures through an Artificial Neural Network Based on Molecular Descriptors.	Albà CG, Alkhatib III, Vega LF, Llovell F.	ACS sustainable chemistry & engineering	2024	39118645	PMC11304399	10.1021/acssuschemeng.4c01961
Vulnerable mothers' experiences breastfeeding with an enhanced community lactation support program.	Francis J, Mildon A, Stewart S, Underhill B, Tarasuk V, Di Ruggiero E, Sellen D, O'Connor DL.	Maternal & child nutrition	2020	31984642	PMC7296823	10.1111/mcn.12957
Liquid Biopsy and Colorectal Cancer.	Aggarwal S, Chougle A, Talwar V, Shukla P, Rohtagi N, Verma A, Pasricha R, Sirohi B, Agarwal C, Pasricha S, Choudhary RK, Goyal G.	South Asian journal of cancer	2024	40060351	PMC11888811	10.1055/s-0044-1801753
DNA repair diseases: What do they tell us about cancer and aging?	Menck CF, Munford V.	Genetics and molecular biology	2014	24764756	PMC3983582	10.1590/s1415-47572014000200008
Microcephaly/Trigonocephaly, Intellectual Disability, Autism Spectrum Disorder, and Atypical Dysmorphic Features in a Boy with Xp22.31 Duplication.	Pavone P, Corsello G, Marino S, Ruggieri M, Falsaperla R.	Molecular syndromology	2019	30733660	PMC6362926	10.1159/000493174
A decade of major vascular trauma: Lessons learned from gang and civilian warfare.	Ramdass MJ, Harnarayan P.	Annals of the Royal College of Surgeons of England	2017	27659372	PMC5392811	10.1308/rcsann.2016.0296
Experimental methods to study the structure and dynamics of intrinsically disordered regions in proteins.	Maiti S, Singh A, Maji T, Saibo NV, De S.	Current research in structural biology	2024	38707546	PMC11068507	10.1016/j.crstbi.2024.100138
Systematic Characterization and Analysis of the Taxonomic Drivers of Functional Shifts in the Human Microbiome.	Manor O, Borenstein E.	Cell host & microbe	2017	28111203	PMC5316541	10.1016/j.chom.2016.12.014
Multivariate Pattern Analysis Reveals Category-Related Organization of Semantic Representations in Anterior Temporal Cortex.	Malone PS, Glezer LS, Kim J, Jiang X, Riesenhuber M.	The Journal of neuroscience : the official journal of the Society for Neuroscience	2016	27683905	PMC6705575	10.1523/jneurosci.1599-16.2016
VIStory: interactive storyboard for exploring visual information in scientific publications.	Zeng W, Dong A, Chen X, Cheng ZL.	Journal of visualization	2021	32837222	PMC7429144	10.1007/s12650-020-00688-1
A homozygous G insertion in MPLKIP leads to TTDN1 with the hypergonadotropic hypogonadism symptom.	Zhou YK, Yang XC, Cao Y, Su H, Liu L, Liang Z, Zheng Y.	BMC medical genetics	2018	30598092	PMC6311919	10.1186/s12881-018-0723-5
Pathogenesis of chemically induced nasal cavity tumors in rodents: contribution to adverse outcome pathway.	Nishikawa A, Nagano K, Kojima H, Fukushima S, Ogawa K.	Journal of toxicologic pathology	2024	38283373	PMC10811384	10.1293/tox.2023-0098
Slacklining: An explanatory multi-dimensional model considering classical mechanics, biopsychosocial health and time.	Gabel CP, Guy B, Mokhtarinia HR, Melloh M.	World journal of orthopedics	2021	33816138	PMC7995339	10.5312/wjo.v12.i3.102
